MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1343101	Kat2a	K(lysine) acetyltransferase 2A	11		negative regulation of centriole replication			ISO	Q92830 	J:164563 	
MGI:1343094	Kat2b	K(lysine) acetyltransferase 2B	17		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1343094	Kat2b	K(lysine) acetyltransferase 2B	17		negative regulation of centriole replication			ISO	Q92831 	J:164563 	
MGI:1343094	Kat2b	K(lysine) acetyltransferase 2B	17		negative regulation of cyclin-dependent protein serine/threonine kinase activity			IDA		J:154868 	
MGI:1917264	Kat14	lysine acetyltransferase 14	2		G2/M transition of mitotic cell cycle			IMP	MGI:3836392 	J:145720 	
MGI:1344353	Katna1	katanin p60 (ATPase-containing) subunit A1	10		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1921437	Katnb1	katanin p80 (WD40-containing) subunit B 1	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:96662	Kcna5	potassium voltage-gated channel, shaker-related subfamily, member 5	6		positive regulation of G1/S transition of mitotic cell cycle			ISO	RGD:2953 	J:155856 	
MGI:3584508	Kcnh5	potassium voltage-gated channel, subfamily H (eag-related), member 5	12		regulation of G2/M transition of mitotic cell cycle			ISO	Q8NCM2 	J:186629 	
MGI:2448712	Kctd11	potassium channel tetramerisation domain containing 11	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1924285	Kdm8	lysine (K)-specific demethylase 8	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1924285	Kdm8	lysine (K)-specific demethylase 8	7		G2/M transition of mitotic cell cycle			ISO	Q8N371 	J:164563 	
MGI:1914241	Khdc3	KH domain containing 3, subcortical maternal complex member	9		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1914241	Khdc3	KH domain containing 3, subcortical maternal complex member	9		mitotic spindle assembly	happens in 2-cell stage embryo		IMP	MGI:3844604 	J:148330 	
MGI:1914241	Khdc3	KH domain containing 3, subcortical maternal complex member	9		mitotic spindle assembly checkpoint	happens in 2-cell stage embryo		IMP	MGI:3844604 	J:148330 	
MGI:893579	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	4		cell cycle			IEA	KW-0131 	J:60000 	
MGI:108390	Kif2a	kinesin family member 2A	13		cell cycle			IEA	KW-0131 	J:60000 	
MGI:108390	Kif2a	kinesin family member 2A	13		mitotic spindle assembly			ISO	O00139 	J:164563 	
MGI:108390	Kif2a	kinesin family member 2A	13		mitotic spindle organization			ISO	O00139 	J:164563 	
MGI:1920720	Kif2b	kinesin family member 2B	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1920720	Kif2b	kinesin family member 2B	11		metaphase plate congression			ISO	Q8N4N8 	J:164563 	
MGI:1921054	Kif2c	kinesin family member 2C	4		attachment of mitotic spindle microtubules to kinetochore			ISO	Q99661 	J:164563 	
MGI:1921054	Kif2c	kinesin family member 2C	4		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1921054	Kif2c	kinesin family member 2C	4		metaphase plate congression			ISO	Q99661 	J:164563 	
MGI:1921054	Kif2c	kinesin family member 2C	4		mitotic metaphase plate congression			ISO	Q99661 	J:164563 	
MGI:107689	Kif3a	kinesin family member 3A	11		centriole-centriole cohesion			IMP		J:207807 	
MGI:107688	Kif3b	kinesin family member 3B	2		mitotic spindle assembly			ISO	O15066 	J:164563 	
MGI:107688	Kif3b	kinesin family member 3B	2		positive regulation of cytokinesis			ISO	RGD:1306815 	J:155856 	
MGI:108389	Kif4	kinesin family member 4	X		mitotic cytokinesis			ISO	O95239 	J:164563 	
MGI:108389	Kif4	kinesin family member 4	X		mitotic spindle midzone assembly			ISO	O95239 	J:164563 	
MGI:108389	Kif4	kinesin family member 4	X		mitotic spindle organization			IBA	PTN002516211 	J:265628 	
MGI:1098231	Kif11	kinesin family member 11	19		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1098231	Kif11	kinesin family member 11	19		mitotic centrosome separation			IMP		J:85064 	
MGI:1098231	Kif11	kinesin family member 11	19		mitotic spindle assembly			IBA	PTN000649235 	J:265628 	
MGI:1098231	Kif11	kinesin family member 11	19		mitotic spindle assembly			ISO	P52732 	J:164563 	
MGI:1098231	Kif11	kinesin family member 11	19		regulation of mitotic centrosome separation			ISO	P52732 	J:164563 	
MGI:1098231	Kif11	kinesin family member 11	19		spindle assembly	happens in animal zygote		IMP		J:191315 	
MGI:1098231	Kif11	kinesin family member 11	19		spindle organization			ISO	P52732 	J:164563 	
MGI:1098264	Kif13a	kinesin family member 13A	13		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1098264	Kif13a	kinesin family member 13A	13		regulation of cytokinesis			ISO	Q9H1H9 	J:164563 	
MGI:1098226	Kif14	kinesin family member 14	1		mitotic metaphase plate congression			ISO	Q15058 	J:164563 	
MGI:1098226	Kif14	kinesin family member 14	1		positive regulation of cytokinesis			ISO	Q15058 	J:164563 	
MGI:1098226	Kif14	kinesin family member 14	1		regulation of G1/S transition of mitotic cell cycle			ISO	Q15058 	J:164563 	
MGI:1098226	Kif14	kinesin family member 14	1		regulation of G2/M transition of mitotic cell cycle			ISO	Q15058 	J:164563 	
MGI:2446977	Kif18a	kinesin family member 18A	2		male meiotic nuclear division			IMP	MGI:5575486 	J:211103 	
MGI:2446977	Kif18a	kinesin family member 18A	2		mitotic metaphase plate congression	happens in spermatogonium		IMP		J:211103 	
MGI:2446977	Kif18a	kinesin family member 18A	2		mitotic metaphase plate congression			ISO	Q8NI77 	J:164563 	
MGI:2446977	Kif18a	kinesin family member 18A	2		mitotic sister chromatid segregation			IBA	PTN000649974 	J:265628 	
MGI:2446979	Kif18b	kinesin family member 18B	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2446979	Kif18b	kinesin family member 18B	11		mitotic cell cycle			ISO	Q86Y91 	J:164563 	
MGI:2446979	Kif18b	kinesin family member 18B	11		mitotic sister chromatid segregation			IBA	PTN000649974 	J:265628 	
MGI:1201682	Kif20a	kinesin family member 20A	18		midbody abscission			ISO	O95235 	J:164563 	
MGI:1201682	Kif20a	kinesin family member 20A	18		mitotic cytokinesis			ISO	O95235 	J:164563 	
MGI:1201682	Kif20a	kinesin family member 20A	18		regulation of cytokinesis			ISO	O95235 	J:164563 	
MGI:2444576	Kif20b	kinesin family member 20B	19		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2444576	Kif20b	kinesin family member 20B	19		positive regulation of cytokinesis			ISO	Q96Q89 	J:164563 	
MGI:2444576	Kif20b	kinesin family member 20B	19		positive regulation of mitotic cytokinetic process			IMP		J:205043 	
MGI:2444576	Kif20b	kinesin family member 20B	19		regulation of mitotic nuclear division			IEA	IPR028828 	J:72247 	
MGI:109233	Kif22	kinesin family member 22	7		metaphase plate congression			ISO	Q14807 	J:164563 	
MGI:109233	Kif22	kinesin family member 22	7		mitotic metaphase plate congression			ISO	Q14807 	J:164563 	
MGI:109233	Kif22	kinesin family member 22	7		sister chromatid cohesion			ISO	Q14807 	J:164563 	
MGI:1919069	Kif23	kinesin family member 23	9		actomyosin contractile ring assembly			IEA	IPR032924 	J:72247 	
MGI:1919069	Kif23	kinesin family member 23	9		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1919069	Kif23	kinesin family member 23	9		mitotic cytokinesis			ISO	Q02241 	J:164563 	
MGI:1919069	Kif23	kinesin family member 23	9		mitotic spindle midzone assembly			IBA	PTN001189481 	J:265628 	
MGI:1919069	Kif23	kinesin family member 23	9		mitotic spindle midzone assembly			ISO	Q02241 	J:164563 	
MGI:1919069	Kif23	kinesin family member 23	9		positive regulation of cytokinesis			ISO	Q02241 	J:164563 	
MGI:109596	Kifc1	kinesin family member C1	17		mitotic spindle assembly			IBA	PTN001537590 	J:265628 	
MGI:109596	Kifc1	kinesin family member C1	17		negative regulation of centrosome duplication			IMP		J:108928 	
MGI:2137414	Kifc5b	kinesin family member C5B	17		mitotic spindle assembly			IBA	PTN001537590 	J:265628 	
MGI:2684960	Kiz	kizuna centrosomal protein	2		spindle organization			IBA	PTN001443605 	J:265628 	
MGI:2684960	Kiz	kizuna centrosomal protein	2		spindle organization			ISO	Q2M2Z5 	J:164563 	
MGI:1342287	Klf4	Kruppel-like factor 4 (gut)	4		negative regulation of G1/S transition of mitotic cell cycle			ISO	O43474 	J:164563 	
MGI:2653368	Klf11	Kruppel-like factor 11	12		regulation of transcription involved in G1/S transition of mitotic cell cycle			ISO	O14901 	J:164563 	
MGI:2651568	Klhdc3	kelch domain containing 3	17		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1925517	Klhdc8b	kelch domain containing 8B	9		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1925517	Klhdc8b	kelch domain containing 8B	9		mitotic cytokinetic process			ISO	Q8IXV7 	J:164563 	
MGI:1925517	Klhdc8b	kelch domain containing 8B	9		mitotic nuclear division			ISO	Q8IXV7 	J:164563 	
MGI:1925517	Klhdc8b	kelch domain containing 8B	9		nuclear chromosome segregation			ISO	Q8IXV7 	J:164563 	
MGI:2180122	Klhl9	kelch-like 9	4		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2180122	Klhl9	kelch-like 9	4		regulation of cytokinesis			ISO	Q9P2J3 	J:164563 	
MGI:1914705	Klhl13	kelch-like 13	X		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1914705	Klhl13	kelch-like 13	X		regulation of cytokinesis			ISO	Q9P2N7 	J:164563 	
MGI:2143315	Klhl18	kelch-like 18	9		positive regulation of mitotic cell cycle phase transition			ISO	O94889 	J:164563 	
MGI:1919288	Klhl21	kelch-like 21	4		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1919288	Klhl21	kelch-like 21	4		regulation of cytokinesis			ISO	Q9UJP4 	J:164563 	
MGI:1337995	Klhl22	kelch-like 22	16		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1337995	Klhl22	kelch-like 22	16		mitotic sister chromatid segregation			ISO	Q53GT1 	J:164563 	
MGI:1337995	Klhl22	kelch-like 22	16		mitotic spindle assembly checkpoint			IBA	PTN000697604 	J:265628 	
MGI:1337995	Klhl22	kelch-like 22	16		mitotic spindle assembly checkpoint			ISO	Q53GT1 	J:164563 	
MGI:2444786	Klhl42	kelch-like 42	6		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	5		cell cycle arrest			IEA	KW-0338 	J:60000 	
MGI:1924825	Kmt2e	lysine (K)-specific methyltransferase 2E	5		positive regulation of G1/S transition of mitotic cell cycle			ISO	Q8IZD2 	J:164563 	
MGI:1915206	Kmt5a	lysine methyltransferase 5A	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1923714	Knl1	kinetochore scaffold 1	2		attachment of spindle microtubules to kinetochore			ISO	Q8NG31 	J:164563 	
MGI:1923714	Knl1	kinetochore scaffold 1	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1289298	Knstrn	kinetochore-localized astrin/SPAG5 binding	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1289298	Knstrn	kinetochore-localized astrin/SPAG5 binding	2		mitotic sister chromatid segregation			ISO	Q9Y448 	J:164563 	
MGI:1289298	Knstrn	kinetochore-localized astrin/SPAG5 binding	2		regulation of attachment of spindle microtubules to kinetochore			ISO	Q9Y448 	J:164563 	
MGI:1289298	Knstrn	kinetochore-localized astrin/SPAG5 binding	2		spindle organization			ISO	Q9Y448 	J:164563 	
MGI:2673709	Kntc1	kinetochore associated 1	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2673709	Kntc1	kinetochore associated 1	5		mitotic cell cycle checkpoint			ISO	P50748 	J:164563 	
MGI:107532	Kpnb1	karyopherin (importin) beta 1	11		astral microtubule organization			ISO	Q14974 	J:164563 	
MGI:107532	Kpnb1	karyopherin (importin) beta 1	11		establishment of mitotic spindle localization			ISO	Q14974 	J:164563 	
MGI:107532	Kpnb1	karyopherin (importin) beta 1	11		mitotic chromosome movement towards spindle pole			ISO	Q14974 	J:164563 	
MGI:107532	Kpnb1	karyopherin (importin) beta 1	11		mitotic metaphase plate congression			ISO	Q14974 	J:164563 	
MGI:107532	Kpnb1	karyopherin (importin) beta 1	11		mitotic spindle assembly			ISO	Q14974 	J:164563 	
MGI:2157767	Krtap21-1	keratin associated protein 21-1	16		regulation of cell cycle			IMP	MGI:3696958 	J:117058 	
MGI:2676663	L3mbtl1	L3MBTL1 histone methyl-lysine binding protein	2		regulation of mitotic nuclear division			ISO	Q9Y468 	J:164563 	
MGI:107634	Larp7	La ribonucleoprotein domain family, member 7	3		positive regulation of G1/S transition of mitotic cell cycle			IMP		J:191206 	
MGI:1333883	Lats1	large tumor suppressor	10		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1333883	Lats1	large tumor suppressor	10		G1/S transition of mitotic cell cycle			IBA	PTN002390470 	J:265628 	
MGI:1333883	Lats1	large tumor suppressor	10		G2/M transition of mitotic cell cycle			ISO	O95835 	J:164563 	
MGI:1333883	Lats1	large tumor suppressor	10		mitotic cell cycle			IEA	IPR028741 	J:72247 	
MGI:1333883	Lats1	large tumor suppressor	10		negative regulation of cyclin-dependent protein serine/threonine kinase activity			ISO	O95835 	J:164563 	
MGI:1333883	Lats1	large tumor suppressor	10		sister chromatid segregation			ISO	O95835 	J:164563 	
MGI:1354386	Lats2	large tumor suppressor 2	14		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1354386	Lats2	large tumor suppressor 2	14		G1/S transition of mitotic cell cycle			IBA	PTN002390470 	J:265628 	
MGI:1354386	Lats2	large tumor suppressor 2	14		G1/S transition of mitotic cell cycle			IDA		J:93191 	
MGI:1354386	Lats2	large tumor suppressor 2	14		G1/S transition of mitotic cell cycle			ISO	Q9NRM7 	J:164563 	
MGI:1354386	Lats2	large tumor suppressor 2	14		negative regulation of cyclin-dependent protein serine/threonine kinase activity			ISO	Q9NRM7 	J:164563 	
MGI:1353593	Lcmt1	leucine carboxyl methyltransferase 1	7		regulation of mitotic cell cycle spindle assembly checkpoint			ISO	Q9UIC8 	J:73065 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		positive regulation of cell cycle process			ISO	Q9UJU2 	J:164563 	
MGI:3580376	Lemd3	LEM domain containing 3	10		regulation of cell cycle			IMP		J:153986 	
MGI:104663	Lep	leptin	6		regulation of cell cycle			IDA		J:227387 	
MGI:104663	Lep	leptin	6		regulation of cell cycle			ISO	P41159 	J:164563 	
MGI:1095413	Lfng	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	5		positive regulation of meiotic cell cycle	regulates a function/process that has the participant oocyte		IMP	MGI:1933737 	J:96967 	
MGI:1330838	Lgmn	legumain	12		positive regulation of mitotic cell cycle			ISO	Q99538 	J:164563 	
MGI:96787	Lif	leukemia inhibitory factor	11		negative regulation of meiotic nuclear division	regulates a function/process that happens in female germ cell		IDA		J:67053 	
MGI:101789	Lig1	ligase I, DNA, ATP-dependent	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:101789	Lig1	ligase I, DNA, ATP-dependent	7		Okazaki fragment processing involved in mitotic DNA replication			IBA	PTN000048794 	J:265628 	
MGI:109152	Lig3	ligase III, DNA, ATP-dependent	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1335098	Lig4	ligase IV, DNA, ATP-dependent	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1197517	Limk2	LIM motif-containing protein kinase 2	11		astral microtubule organization			ISO	P53671 	J:164563 	
MGI:1919818	Lin9	lin-9 homolog (C. elegans)	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1919818	Lin9	lin-9 homolog (C. elegans)	1		regulation of cell cycle			IBA	PTN000495591 	J:265628 	
MGI:2140902	Lin54	lin-54 homolog (C. elegans)	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:102682	Llgl1	LLGL1 scribble cell polarity complex component	11		establishment of spindle orientation			IBA	PTN000812995 	J:265628 	
MGI:1918843	Llgl2	LLGL2 scribble cell polarity complex component	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1918843	Llgl2	LLGL2 scribble cell polarity complex component	11		establishment of spindle orientation			IBA	PTN000812995 	J:265628 	
MGI:2444736	Lmln	leishmanolysin-like (metallopeptidase M8 family)	16		cell cycle			IEA	KW-0131 	J:60000 	
MGI:96795	Lmnb1	lamin B1	18		positive regulation of G2/M transition of mitotic cell cycle			NAS		J:169987 	
MGI:1278315	Lrp5	low density lipoprotein receptor-related protein 5	19		positive regulation of mitotic nuclear division			ISO	O75197 	J:164563 	
MGI:1298218	Lrp6	low density lipoprotein receptor-related protein 6	6		positive regulation of cell cycle			ISO	O75581 	J:164563 	
MGI:1918960	Lrrcc1	leucine rich repeat and coiled-coil domain containing 1	3		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2151045	Lsm10	U7 snRNP-specific Sm-like protein LSM10	4		positive regulation of G1/S transition of mitotic cell cycle			ISO	Q969L4 	J:164563 	
MGI:1919540	Lsm11	U7 snRNP-specific Sm-like protein LSM11	11		positive regulation of G1/S transition of mitotic cell cycle			ISO	P83369 	J:164563 	
MGI:2684762	Lzts1	leucine zipper, putative tumor suppressor 1	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2684762	Lzts1	leucine zipper, putative tumor suppressor 1	8		mitotic cell cycle phase transition			IEA	IPR033293 	J:72247 	
MGI:2385095	Lzts2	leucine zipper, putative tumor suppressor 2	19		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1315200	M1ap	meiosis 1 associated protein	6		male meiosis chromosome separation			IBA	PTN002008952 	J:265628 	
MGI:1315200	M1ap	meiosis 1 associated protein	6		male meiosis chromosome separation			IMP		J:194507 	
MGI:1315200	M1ap	meiosis 1 associated protein	6		meiosis I			IEA	IPR033587 	J:72247 	
MGI:1349392	Macroh2a1	macroH2A.1 histone	13		negative regulation of cell cycle G2/M phase transition			ISO	O75367 	J:164563 	
MGI:1349392	Macroh2a1	macroH2A.1 histone	13		positive regulation of maintenance of mitotic sister chromatid cohesion			ISO	O75367 	J:164563 	
MGI:1341857	Mad1l1	MAD1 mitotic arrest deficient 1-like 1	5		attachment of mitotic spindle microtubules to kinetochore			IBA	PTN000570834 	J:265628 	
MGI:1341857	Mad1l1	MAD1 mitotic arrest deficient 1-like 1	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1341857	Mad1l1	MAD1 mitotic arrest deficient 1-like 1	5		mitotic spindle assembly checkpoint			IBA	PTN000570834 	J:265628 	
MGI:1341857	Mad1l1	MAD1 mitotic arrest deficient 1-like 1	5		mitotic spindle assembly checkpoint			ISO	Q9Y6D9 	J:164563 	
MGI:1341857	Mad1l1	MAD1 mitotic arrest deficient 1-like 1	5		regulation of metaphase plate congression			ISO	Q9Y6D9 	J:164563 	
MGI:1341857	Mad1l1	MAD1 mitotic arrest deficient 1-like 1	5		regulation of mitotic cell cycle phase transition			IDA		J:68141 	
MGI:1860374	Mad2l1	MAD2 mitotic arrest deficient-like 1	6		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1860374	Mad2l1	MAD2 mitotic arrest deficient-like 1	6		establishment of mitotic spindle orientation			ISO	Q13257 	J:164563 	
MGI:1860374	Mad2l1	MAD2 mitotic arrest deficient-like 1	6		mitotic cell cycle checkpoint			ISO	Q13257 	J:73065 	
MGI:1860374	Mad2l1	MAD2 mitotic arrest deficient-like 1	6		mitotic sister chromatid segregation			IMP	MGI:2178781 	J:62829 	
MGI:1860374	Mad2l1	MAD2 mitotic arrest deficient-like 1	6		mitotic spindle assembly checkpoint			IBA	PTN000217420 	J:265628 	
MGI:1860374	Mad2l1	MAD2 mitotic arrest deficient-like 1	6		mitotic spindle assembly checkpoint	happens in fibroblast		IMP	MGI:2178781 	J:67456 	
MGI:1860374	Mad2l1	MAD2 mitotic arrest deficient-like 1	6		mitotic spindle assembly checkpoint			ISA	U14132 	J:62829 	
MGI:1860374	Mad2l1	MAD2 mitotic arrest deficient-like 1	6		mitotic spindle assembly checkpoint			ISO	Q13257 	J:164563 	
MGI:1860374	Mad2l1	MAD2 mitotic arrest deficient-like 1	6		negative regulation of mitotic cell cycle			ISO	Q13257 	J:73065 	
MGI:1860374	Mad2l1	MAD2 mitotic arrest deficient-like 1	6		negative regulation of mitotic metaphase/anaphase transition			TAS		J:79594 	
MGI:1860374	Mad2l1	MAD2 mitotic arrest deficient-like 1	6		positive regulation of mitotic cell cycle spindle assembly checkpoint			IMP		J:166080 	
MGI:1860374	Mad2l1	MAD2 mitotic arrest deficient-like 1	6		positive regulation of mitotic cell cycle spindle assembly checkpoint			ISO	Q13257 	J:164563 	
